Table,Column,Data type,Definition,Source type,Source/reference,Raw/derived/synthetic,Generation logic,Business purpose
parking_acquisition_score,operational_complexity,smallint,scoring parking_acquisition_score field: operational complexity.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,exclusivity_possible,boolean,scoring parking_acquisition_score field: exclusivity possible.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,requires_capex,boolean,scoring parking_acquisition_score field: requires capex.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,estimated_setup_days,smallint,scoring parking_acquisition_score field: estimated setup days.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,years_operating,smallint,scoring parking_acquisition_score field: years operating.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,digital_payment_enabled,boolean,scoring parking_acquisition_score field: digital payment enabled.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,management_system,text,scoring parking_acquisition_score field: management system.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,willingness_to_digitize,smallint,scoring parking_acquisition_score field: willingness to digitize.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,contract_flexibility,smallint,scoring parking_acquisition_score field: contract flexibility.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,decision_maker_accessible,boolean,scoring parking_acquisition_score field: decision maker accessible.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,avg_occupancy_rate,numeric,scoring parking_acquisition_score field: avg occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,p90_peak_occupancy_rate,double precision,scoring parking_acquisition_score field: p90 peak occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,weekday_occupancy_rate,numeric,scoring parking_acquisition_score field: weekday occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,weekend_occupancy_rate,numeric,scoring parking_acquisition_score field: weekend occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,avg_daily_entries,numeric,scoring parking_acquisition_score field: avg daily entries.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,avg_daily_platform_bookings,numeric,scoring parking_acquisition_score field: avg daily platform bookings.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,avg_daily_cancellations,numeric,scoring parking_acquisition_score field: avg daily cancellations.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,platform_booking_share,numeric,scoring parking_acquisition_score field: platform booking share.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,cancellation_rate,numeric,scoring parking_acquisition_score field: cancellation rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,avg_daily_gross_revenue_inr,numeric,scoring parking_acquisition_score field: avg daily gross revenue inr.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,observation_gross_revenue_inr,numeric,scoring parking_acquisition_score field: observation gross revenue inr.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,avg_park_duration_hours,numeric,scoring parking_acquisition_score field: avg park duration hours.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,weekday_hourly_peak_occupancy_rate,numeric,scoring parking_acquisition_score field: weekday hourly peak occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,weekend_hourly_peak_occupancy_rate,numeric,scoring parking_acquisition_score field: weekend hourly peak occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,weekday_busy_hour_share,numeric,scoring parking_acquisition_score field: weekday busy hour share.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,weekend_busy_hour_share,numeric,scoring parking_acquisition_score field: weekend busy hour share.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,nearest_network_distance_km,double precision,scoring parking_acquisition_score field: nearest network distance km.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,nearest_live_network_distance_km,double precision,scoring parking_acquisition_score field: nearest live network distance km.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,nearest_any_network_distance_km,double precision,scoring parking_acquisition_score field: nearest any network distance km.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,nearest_mature_network_distance_km,double precision,scoring parking_acquisition_score field: nearest mature network distance km.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,live_network_site_count,bigint,scoring parking_acquisition_score field: live network site count.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,live_network_capacity_cars,bigint,scoring parking_acquisition_score field: live network capacity cars.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,all_network_site_count,bigint,scoring parking_acquisition_score field: all network site count.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,metro_access_raw,numeric,scoring parking_acquisition_score field: metro access raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,poi_activity_raw,double precision,scoring parking_acquisition_score field: poi activity raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,transit_access_raw,double precision,scoring parking_acquisition_score field: transit access raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,market_demand_prior,numeric,scoring parking_acquisition_score field: market demand prior.,ASSUMED,the data pipeline documented assumptions and market classification,Assumed,Analyst-defined prior or fallback classification; not presented as observed fact.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,management_maturity_score,numeric,scoring parking_acquisition_score field: management maturity score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,locality_lot_count,bigint,scoring parking_acquisition_score field: locality lot count.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,locality_candidate_capacity_cars,bigint,scoring parking_acquisition_score field: locality candidate capacity cars.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,locality_market_demand_prior,numeric,scoring parking_acquisition_score field: locality market demand prior.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,locality_metro_access_raw,numeric,scoring parking_acquisition_score field: locality metro access raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,competitor_supply_pressure_raw,numeric,scoring parking_acquisition_score field: competitor supply pressure raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,latent_demand_headroom_raw,numeric,scoring parking_acquisition_score field: latent demand headroom raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,scenario_id,smallint,scoring parking_acquisition_score field: scenario id.,CONFIG,baseline schema/seed and source ETL keys,Config,Stable join key or scenario identifier; not an observed business measure.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,demand_score,numeric,0-100 Demand Potential pillar score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,revenue_score,numeric,0-100 Revenue Potential pillar score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,competition_score,numeric,0-100 Competition Opportunity pillar score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,strategic_fit_score,numeric,0-100 Strategic Fit pillar score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,feasibility_score,numeric,0-100 Acquisition Feasibility pillar score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,achievable_utilization,numeric,scoring parking_acquisition_score field: achievable utilization.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,expected_monthly_platform_revenue_inr,numeric,"Illustrative synthetic monthly platform contribution; ordering input, not a forecast.",DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,expected_revenue_per_space_inr,numeric,scoring parking_acquisition_score field: expected revenue per space inr.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,adjusted_onboarding_cost_inr,numeric,scoring parking_acquisition_score field: adjusted onboarding cost inr.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,attractiveness_score,numeric,"Weighted blend of non-feasibility pillars, re-normalised to 0-100.",DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,acquisition_score,numeric,Weighted 0-100 composite under the identified scenario.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,priority_segment,text,scoring parking_acquisition_score field: priority segment.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,acquisition_rank,integer,scoring parking_acquisition_score field: acquisition rank.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,rank_stability_pct,numeric,Share of primary scenarios where the lot appears in the Top 10.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,stability_class,text,scoring parking_acquisition_score field: stability class.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,positive_reason_flags,ARRAY,scoring parking_acquisition_score field: positive reason flags.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,constraint_reason_flags,ARRAY,scoring parking_acquisition_score field: constraint reason flags.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,recommendation,text,scoring parking_acquisition_score field: recommendation.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,parking_id,integer,scoring parking_component_scores field: parking id.,CONFIG,baseline schema/seed and source ETL keys,Config,Stable join key or scenario identifier; not an observed business measure.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,lot_code,text,scoring parking_component_scores field: lot code.,CONFIG,baseline schema/seed and source ETL keys,Config,Stable join key or scenario identifier; not an observed business measure.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,lot_name,text,scoring parking_component_scores field: lot name.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,locality_id,smallint,scoring parking_component_scores field: locality id.,CONFIG,baseline schema/seed and source ETL keys,Config,Stable join key or scenario identifier; not an observed business measure.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,locality_name,text,scoring parking_component_scores field: locality name.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,city_name,text,scoring parking_component_scores field: city name.,CONFIG,baseline schema/seed and source ETL keys,Config,Stable join key or scenario identifier; not an observed business measure.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,micro_market_type,text,scoring parking_component_scores field: micro market type.,ASSUMED,the data pipeline documented assumptions and market classification,Assumed,Analyst-defined prior or fallback classification; not presented as observed fact.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,population_density_band,text,scoring parking_component_scores field: population density band.,ASSUMED,the data pipeline documented assumptions and market classification,Assumed,Analyst-defined prior or fallback classification; not presented as observed fact.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,owner_id,integer,scoring parking_component_scores field: owner id.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,owner_type,text,scoring parking_component_scores field: owner type.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,latitude,numeric,scoring parking_component_scores field: latitude.,PUBLIC,Cached OpenStreetMap snapshot and element references,Public,Copied from the cached public source; no runtime API call is required.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,longitude,numeric,scoring parking_component_scores field: longitude.,PUBLIC,Cached OpenStreetMap snapshot and element references,Public,Copied from the cached public source; no runtime API call is required.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,parking_type,text,scoring parking_component_scores field: parking type.,ASSUMED,the data pipeline documented assumptions and market classification,Assumed,Analyst-defined prior or fallback classification; not presented as observed fact.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,capacity_cars,smallint,scoring parking_component_scores field: capacity cars.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,hourly_rate_inr,numeric,scoring parking_component_scores field: hourly rate inr.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,is_24x7,boolean,scoring parking_component_scores field: is 24x7.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,operating_hours,numeric,scoring parking_component_scores field: operating hours.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,record_source,text,scoring parking_component_scores field: record source.,CONFIG,baseline schema/seed and source ETL keys,Config,Stable join key or scenario identifier; not an observed business measure.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,source_name,text,scoring parking_component_scores field: source name.,PUBLIC,Cached OpenStreetMap snapshot and element references,Public,Copied from the cached public source; no runtime API call is required.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,source_reference,text,scoring parking_component_scores field: source reference.,PUBLIC,Cached OpenStreetMap snapshot and element references,Public,Copied from the cached public source; no runtime API call is required.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,data_quality_flag,text,scoring parking_component_scores field: data quality flag.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,metro_distance_m,integer,scoring parking_component_scores field: metro distance m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,nearest_metro_station,text,scoring parking_component_scores field: nearest metro station.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,mall_distance_m,integer,scoring parking_component_scores field: mall distance m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,office_count_500m,smallint,scoring parking_component_scores field: office count 500m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,retail_count_500m,smallint,scoring parking_component_scores field: retail count 500m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,restaurant_count_500m,smallint,scoring parking_component_scores field: restaurant count 500m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,hospital_count_1km,smallint,scoring parking_component_scores field: hospital count 1km.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,education_count_1km,smallint,scoring parking_component_scores field: education count 1km.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,transit_stop_count_500m,smallint,scoring parking_component_scores field: transit stop count 500m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,competitor_count_500m,smallint,scoring parking_component_scores field: competitor count 500m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,competitor_count_1km,smallint,scoring parking_component_scores field: competitor count 1km.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,nearest_competitor_distance_m,integer,scoring parking_component_scores field: nearest competitor distance m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,competitor_avg_hourly_rate_inr,numeric,scoring parking_component_scores field: competitor avg hourly rate inr.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,aggregator_listed_count_1km,smallint,scoring parking_component_scores field: aggregator listed count 1km.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,aggregator_penetration_rate,numeric,scoring parking_component_scores field: aggregator penetration rate.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,competitor_distance_proxy_m,numeric,scoring parking_component_scores field: competitor distance proxy m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,competitor_price_ratio,numeric,scoring parking_component_scores field: competitor price ratio.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,expected_commission_pct,numeric,scoring parking_component_scores field: expected commission pct.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,estimated_onboarding_cost_inr,numeric,scoring parking_component_scores field: estimated onboarding cost inr.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,documentation_readiness,smallint,scoring parking_component_scores field: documentation readiness.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,operational_complexity,smallint,scoring parking_component_scores field: operational complexity.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,exclusivity_possible,boolean,scoring parking_component_scores field: exclusivity possible.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,requires_capex,boolean,scoring parking_component_scores field: requires capex.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,estimated_setup_days,smallint,scoring parking_component_scores field: estimated setup days.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,years_operating,smallint,scoring parking_component_scores field: years operating.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
